family,response,cbeta,cenpack,env,hs_pair,pair,rg,rsigma,sheet,ss_pair,vdw,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,dslf_fa13,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,yhh_planarity,pack,ss_mis,one_core_each,two_core_each,ss_contributes_core,n_charged,netcharge,total_score_per_res,contact_all_per_res,contact_buried_core_boundary_per_res,contact_buried_core_per_res,degree_per_res,degree_core_per_res,degree_core_boundary_per_res,exposed_hydrophobics_per_res,exposed_total_per_res,exposed_polars_per_res,polar_over_hydrophobic,buried_np_per_res,buried_np_AFILMVWY_per_res,buried_over_exposed,buried_over_exposed_AFILMVWY
lactamase,0.0,0.3563395038167939,-0.211545,-0.21988805343511456,-0.017649503816793893,-0.1528637786259542,0.20270137404580146,-0.22122954198473277,0.04743209923664121,-0.28635606870229,0.0009678244274809158,-6.110180419847329,1.1280216412213737,-1.8904598473282437,0.009322061068702288,0.18604645038167938,0.6380646946564884,3.7354945801526727,-0.22263393129770992,-0.25776614503816797,-0.12376072519083971,-0.47800896946564897,0.0,-0.1703918320610687,0.013778015267175576,-0.21134137404580153,0.15115835877862588,0.007061297709923661,0.3167061068702284,0.00011000000000000003,0.002649656488549619,0.0015767938931297708,0.003111145038167938,0.0022096564885496182,0.0038029770992366457,0.25,-0.005725190839694655,-3.278780839694657,3.7111068702290066,4.058386506071106,3.11708214225029,0.04526202290076336,0.1580859766438524,0.10021917624354153,22.6827165648855,42.58527851145037,19.90256217557252,0.8777420330315554,960.2157277162306,1081.6374380780676,6.141605180065559,6.918226707713623
lactamase,0.0,0.36488454198473286,-0.16441858778625953,-0.2611067938931298,-0.010766603053435114,-0.16633175572519085,0.20345900763358785,-0.23508030534351146,0.06568095419847332,-0.31688652671755724,0.0006123282442748091,-6.045674770992366,1.1526719465648856,-1.981209465648854,0.009701068702290074,0.20082729007633585,0.6583747709923664,3.7153362213740455,-0.22332381679389302,-0.25066576335877855,-0.12216625954198475,-0.47443683206106874,-0.002357786259541985,-0.15847958015267177,0.0191506106870229,-0.20097641221374052,0.14024438931297717,-0.005690610687022901,0.3669122137404582,0.0003162213740458015,0.002457748091603055,0.0016007251908396946,0.0031796183206106877,0.002341374045801526,0.003656488549618322,0.25,-0.005725190839694655,-3.2014461832061074,3.619312977099235,3.9575905008413548,3.026633147206323,0.04507511450381681,0.15966148806551306,0.09991634042242482,23.690179618320602,43.657484885496196,19.96730530534351,0.8430111217635863,1010.6515689613226,1144.3379874188086,5.87072536992469,6.647289986807761
lactamase,1.0,0.3611524427480917,-0.20786347328244287,-0.2513692748091602,-0.014820038167938934,-0.1686457251908397,0.2028037404580153,-0.21737515267175578,0.054595343511450414,-0.28570770992366423,0.0006584351145038169,-6.068787442748092,1.1178080152671759,-1.9109511450381687,0.009481259541984732,0.19517503816793894,0.6346266030534352,3.706925687022901,-0.21467076335877863,-0.24951511450381683,-0.1353975954198474,-0.48031847328244287,-0.002239312977099237,-0.15985500000000002,0.016918473282442746,-0.20527912213740457,0.15070236641221368,0.012723282442748096,0.3684503816793886,0.00018797709923664124,0.002506374045801527,0.001591450381679389,0.003164770992366412,0.0024957633587786247,0.0036443129770992377,0.25,-0.005725190839694655,-3.2140141603053447,3.553778625954198,3.824517034365942,2.9192045438162246,0.04518187022900765,0.15493195949099273,0.09885682892293535,23.135317404580146,42.94038385496183,19.805066870229023,0.8563282414549319,958.8554927232123,1084.2335244680985,5.993420029597335,6.777107678501705
lactamase,0.0,0.3649931679389312,-0.16475851145038167,-0.25569786259541993,-0.008159732824427486,-0.15795217557251914,0.20294713740458015,-0.24539820610687027,0.06147152671755724,-0.3223231297709924,0.0004938931297709924,-5.955296259541984,1.0961549999999995,-1.983749503816794,0.009730534351145037,0.18692393129770987,0.642798244274809,3.6783084351145034,-0.2158762595419848,-0.2607273282442749,-0.10830431297709925,-0.47135786259541973,-0.002659923664122138,-0.16409522900763357,0.018561526717557248,-0.2081182061068703,0.1443050000000001,-0.01330713740458015,0.3400877862595418,0.00019522900763358777,0.0025011450381679395,0.0016301908396946564,0.0031188549618320627,0.0019453053435114504,0.003793587786259546,0.25,-0.005725190839694655,-3.2664254580152683,3.6989312977099242,4.188102447397903,3.0988872559597707,0.04522133587786259,0.15834486058845848,0.10025342087184314,23.427670839694652,43.375849503816795,19.94817866412214,0.8517769817637398,1005.9405953774968,1139.2703959070452,5.906768711064102,6.689666128306531
lactamase,0.0,0.3583799618320611,-0.19978259541984728,-0.2692947328244275,-0.018386488549618316,-0.1711893511450382,0.20298106870229005,-0.23860843511450383,0.05271530534351149,-0.3140167938931297,0.0007375954198473285,-6.14453312977099,1.1606616412213742,-1.9281659160305347,0.009731335877862594,0.20005736641221372,0.6521057251908399,3.663803473282444,-0.22791442748091598,-0.2525896564885496,-0.1301712977099236,-0.48492309160305325,-0.001782938931297711,-0.15720881679389317,0.015044083969465646,-0.2004270229007633,0.09975790076335882,-0.04620458015267175,0.3964923664122138,0.0004000763358778627,0.002602175572519084,0.0017693511450381676,0.0031514885496183214,0.0025175954198473276,0.003671946564885499,0.25,-0.005725190839694655,-3.3758672137404577,3.7513358778625956,3.957694534693536,3.0518312770166407,0.04536797709923665,0.1605339155457391,0.09768308449532048,22.716163702290086,42.44108248091601,19.724918625954196,0.8685696810650378,958.8427401974509,1085.025019018975,6.1033339061380545,6.906523572596374
lactamase,1.0,0.3603043129770991,-0.2067884732824427,-0.2674369465648854,-0.018683282442748087,-0.14585996183206112,0.20268870229007632,-0.21594381679389327,0.06165419847328245,-0.281808358778626,0.0007193129770992366,-6.114739351145038,1.142384503816794,-1.9191228244274805,0.00935381679389313,0.19700278625954193,0.6297247709923665,3.7410564503816794,-0.22029812977099258,-0.24823877862595423,-0.14325702290076342,-0.4792999618320609,-0.0025558778625954194,-0.16082786259541987,0.015091526717557249,-0.20269778625954207,0.15028858778625964,0.01225961832061069,0.34759923664122205,0.00013629770992366414,0.00258091603053435,0.0015661068702290078,0.0031849999999999995,0.002603473282442747,0.0036540458015267186,0.25,-0.005725190839694655,-3.2461388167938923,3.5673664122137394,3.816440979316029,2.906363653078499,0.045293435114503844,0.1555514753656746,0.09865116697080051,22.998718931297716,42.83737835877862,19.8386595038168,0.8629037267131057,942.7796204282363,1064.3693401041608,6.048553945258664,6.828632303671468
lactamase,0.0,0.3666608396946566,-0.18338530534351147,-0.2842273664122138,-0.009675190839694661,-0.15512950381679386,0.20353725190839694,-0.23255103053435125,0.06706790076335878,-0.3126981297709923,0.0005109923664122138,-6.102917748091603,1.1814108396946568,-1.9884376335877862,0.009795992366412215,0.20688744274809165,0.6642987022900765,3.726322328244275,-0.21874454198473295,-0.2506307251908396,-0.12809137404580154,-0.47113912213740483,-0.002432213740458015,-0.1616182442748092,0.01912610687022901,-0.20657061068702284,0.13547797709923665,-0.0016732442748091606,0.35635114503816817,0.0003061068702290076,0.0025152671755725186,0.0015887786259541979,0.0031822519083969463,0.0023455725190839687,0.0036419083969465665,0.25,-0.005725190839694655,-3.232278396946565,3.6920229007633596,3.9213723019430105,3.05849091892638,0.04503938931297712,0.1610415095173245,0.09905182054555439,23.534510267175566,43.526358129771005,19.99184767175572,0.8497708927618299,982.4547838630751,1111.8851189654438,5.9255835255470934,6.706230405165242
lactamase,0.0,0.3671729770992366,-0.15595580152671754,-0.2589480916030534,-0.005633473282442747,-0.13120236641221378,0.20311416030534354,-0.24660106870229018,0.060067557251908425,-0.32589,0.0003720610687022901,-6.009313778625954,1.126192557251908,-1.982131908396946,0.00971618320610687,0.19022305343511456,0.645671030534351,3.69605927480916,-0.21713583969465652,-0.26051408396946574,-0.1176810687022901,-0.4725390458015268,-0.0027333969465648845,-0.16554496183206105,0.016279274809160315,-0.20633393129770994,0.1449443511450382,-0.013005839694656494,0.3359198473282446,0.00016881679389312975,0.0025273282442748084,0.0016296946564885492,0.0031133206106870232,0.0021653435114503817,0.003801030534351149,0.25,-0.005725190839694655,-3.2817606106870234,3.6893893129770983,4.150546638077331,3.1960999461867043,0.04528717557251911,0.15955498212889468,0.10140461539169074,23.68734484732824,43.617146374045795,19.929801564885494,0.8416525366682355,967.5515603528112,1094.3230097185412,5.874092803021409,6.643733707818554
lactamase,0.0,0.36215110687022894,-0.22428526717557254,-0.27009114503816795,-0.011083435114503819,-0.1169710687022901,0.20258667938931307,-0.22946709923664124,0.04993992366412215,-0.29824969465648865,0.0005726717557251907,-5.966977328244273,1.059680648854962,-1.901066641221374,0.009247824427480917,0.18455751908396956,0.6005922137404582,3.6673495419847324,-0.19817770992366415,-0.25355358778625964,-0.13206496183206107,-0.47369893129770985,-0.0021445801526717555,-0.16350477099236635,0.012006030534351142,-0.22804603053435113,0.13258332061068703,-0.006912251908396948,0.3958549618320603,0.0001154961832061069,0.002515839694656489,0.0016473282442748096,0.0030349236641221376,0.002249923664122137,0.0037640076335877905,0.25,-0.005725190839694655,-3.264158931297712,3.4314122137404595,3.574833557088177,2.775951209452291,0.04539583969465649,0.15631398540336242,0.10041405012577723,23.36571248091603,43.14683889312976,19.781126679389317,0.8468483488900392,955.461819568497,1079.9549755106132,5.90008111781339,6.668839956343215
lactamase,0.0,0.3625625475285172,-0.1485478707224334,-0.25654790874524713,-0.01533140684410646,-0.0720190494296578,0.20264832699619764,-0.20417129277566545,0.06472870722433459,-0.2620882509505703,0.00335422053231939,-6.064898479087454,1.2027395817490496,-1.9436188593155896,0.009600912547528522,0.19941669201520912,0.6630155513307986,3.729106539923954,-0.21869821292775665,-0.2464656653992395,-0.13022114068441068,-0.4747687832699621,-0.002565323193916349,-0.16486741444866923,0.02050790874524715,-0.19312102661596955,0.1670316349809886,0.052965855513308,0.3186235741444862,0.0001532699619771862,0.00244003802281369,0.0016302661596958171,0.003377528517110268,0.002272927756653991,0.003653193916349809,0.2490494296577949,-0.005703422053231933,-3.0760638022813684,3.612927756653993,4.046475783896386,3.1916503088420707,0.04509437262357415,0.15661702623821985,0.09838967118116485,23.638997718631167,43.437071444866916,19.798073574144492,0.8379427367577292,977.8798347811032,1104.2638166784513,5.939809698220785,6.707487663010471
